id,doc,frame,minority,linguistic_minority,religious_minority,social_class_minority,sexual_orientation_minority,ethnic_minority,national_minority,other_minority,disabled_minority,age_numerical,income,citizenship,education,political_left_right,exp_housing_discrim,city_district,city_neighborhood,prof_situation,fear_forced_out,seen_landlord_pressure,changes_in_community,seen_renovations,neighborhood_connection,respect_rules,neighbhorhood_crime,env_pollution_impact,climate_concern,age,city,country,preframe_densifproj_acceptance,postframe_densifproj_acceptance,densifproj_on_rent,densifproj_on_social,politics,politics_w_extremes,gender_Female,gender_Male,gender_Non-binary,gender_Prefer not to say,Group.1,imce_RentContr,imce_InclZon,imce_Partic,imce_nonProf,imce_dens,imce_mixUse,imce_ClimNeutr
R_2uQaAhClaf0l5CA,Because I felt this might be good why customer and faculty to work in this environment,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,10.0,Other,Master's degree,5.0,Yes,Manhatten (District 1-12),Battery Park City,Homemaker,1,0,0,1,-1,0,0,6.0,1,2,New York,United States,2,0,1,0,conservative,conservative,1,0,0,0,R_2uQaAhClaf0l5CA,0.165297966973782,-0.438142049911645,0.749302878313595,0.415100346940498,-0.10720842155614,-0.1365754797643,-0.170491933011992
R_27JqrkpY8fomCmO,it is a magical process,other district,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.0,US Born,Doctoral degree,4.0,No,Manhatten (District 1-12),Civic Center,Employed (full-time),1,0,1,2,0,0,0,10.0,2,3,New York,United States,3,3,2,3,moderate,moderate,0,1,0,0,R_27JqrkpY8fomCmO,0.599379025301484,0.582013863937221,-0.538671558542168,-0.245460950147438,-0.618825886309953,0.0034986893174352,-0.221902423896502
R_W23ir3o3LsCri7L,No increased rent,district,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,US Born,Secondary school certificate,4.0,No,Brooklyn (District 1-18),Brownsville,Not employed (unemployed),0,-2,0,-1,-2,0,0,5.0,0,2,New York,United States,0,0,0,0,moderate,moderate,0,1,0,0,R_W23ir3o3LsCri7L,-0.0489405732331354,-0.825163558207738,0.0,0.0079233505686048,0.322732662254811,0.0,-0.203120175226503
R_2sZ103wHsC7zfwa,The ones that I liked are with carbo zero emissions involvment of the community and zero increase rent next year,other district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,3.0,US Naturalization,Bachelor's degree,7.0,No,The Bronx (District 1-12),Pelham Parkway,Homemaker,0,0,0,0,-2,2,-1,5.0,2,3,New York,United States,0,0,0,1,conservative,very conservative,1,0,0,0,R_2sZ103wHsC7zfwa,0.0913114559588234,0.680840553292321,0.362747206179248,-0.0786667149743781,-0.265179429598486,0.341858409159616,0.501409630061831
R_3gXjoojIdcl9lHs,Positive and negative for certain fields/areas,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,10.0,US Born,Bachelor's degree,0.0,No,Queens (District 1-14),Astoria,Employed (full-time),-2,-2,-1,1,2,-1,0,7.0,2,3,New York,United States,0,1,0,0,liberal,very liberal,0,1,0,0,R_3gXjoojIdcl9lHs,0.979794518148163,-0.207495716658259,-0.261364657689232,-0.0590256615632472,0.0533869677519303,-0.409304640381097,0.113655779038411
R_bjvqf5lDzugERdT,One thing I looked at was how rents will be stabilized. I also would like some small businesses to be included and for the residents to have a say.,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,5.0,Other,Doctoral degree,3.0,No,Brooklyn (District 1-18),Bay Ridge,Employed (full-time),-1,0,1,1,1,-2,1,7.0,2,5,New York,United States,-1,-1,1,1,moderate,moderate,1,0,0,0,R_bjvqf5lDzugERdT,0.495823610859836,-0.417580536091126,0.0,0.13430526093262,0.436264002442102,0.0838512854932297,0.663251432170112
R_1JLU9nsC6E2haeU,I would have to be able to afford it because you have other bills you pay besides rent,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,US Born,Secondary school certificate,5.0,No,Queens (District 1-14),Astoria,Not working (retired),-2,0,2,2,1,0,0,8.0,2,5,New York,United States,0,0,1,1,conservative,conservative,1,0,0,0,R_1JLU9nsC6E2haeU,0.179079585200732,-0.0563686011892432,0.0,0.393316580709095,0.0535624313808088,-0.232082115683961,0.683102043046189
R_2WG5FPIxAAGqFpV,cause it good and fast proposals,district,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,US Born,Secondary school certificate,5.0,Yes,Brooklyn (District 1-18),Brooklyn Heights,Employed (full-time),0,1,0,2,0,1,1,8.0,1,3,New York,United States,3,2,2,3,conservative,conservative,0,1,0,0,R_2WG5FPIxAAGqFpV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_sBCgEjW4Fuu1ziN,"I will always choose an option with rent control or a rent freeze, with what is going on right now people are struggling to pay their rent",other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,10.0,US Born,Higher technical examination,0.0,No,Queens (District 1-14),Flushing,Employed (full-time),-2,-2,2,2,2,-1,-2,5.0,1,4,New York,United States,0,2,1,3,liberal,very liberal,1,0,0,0,R_sBCgEjW4Fuu1ziN,0.697423135030612,-0.233251923180194,0.20677988810882,-0.205321366118198,-0.257000239052065,0.0129513477952105,-0.0136305223981341
R_1kOlRtgBYNPtUDA,Rent stabilization is essential for affordable housing especially in this area of the US.,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,61.0,3.0,US Born,Secondary school certificate,4.0,Yes,Manhatten (District 1-12),Upper West Side,Not working (disability/illness),1,1,1,1,1,0,-1,9.0,1,5,New York,United States,1,1,1,1,moderate,moderate,1,0,0,0,R_1kOlRtgBYNPtUDA,0.847971773990471,0.219017433483824,0.390228792510442,0.371234619934693,-0.0555590463440898,-0.497011474853694,0.161178700712345
R_BV4xsIcwJ3ndZ2p,I would accept mostly all proposals as I basically have no say.,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,2.0,US Naturalization,Secondary school certificate,3.0,No,Brooklyn (District 1-18),Bath Beach,Not working (retired),0,-1,0,0,0,0,0,7.0,2,5,New York,United States,0,0,-1,0,moderate,moderate,1,0,0,0,R_BV4xsIcwJ3ndZ2p,0.350388123551603,-0.157060228980227,0.231938824407261,-0.145736134884295,-0.148434315594722,0.251767302266559,-0.18025847575822
R_vuWlwiA53p1TNlv,I like more the option of business investments,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,US Born,Doctoral degree,3.0,No,Brooklyn (District 1-18),Downtown Brooklyn,Employed (full-time),0,-2,2,1,2,-2,1,9.0,2,3,New York,United States,2,3,2,2,moderate,moderate,0,1,0,0,R_vuWlwiA53p1TNlv,0.101760207646826,0.150353924554229,-0.0658982223280163,-0.697913043048673,-0.125341558028993,-0.461096275838555,-0.24235766293253
R_1rHaKLDEaHJCSGg,population density,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,US Born,Bachelor's degree,2.0,No,Brooklyn (District 1-18),Northside,Employed (part-time),-2,-2,0,0,1,-1,-1,4.0,1,3,New York,United States,2,2,2,0,liberal,liberal,0,1,0,0,R_1rHaKLDEaHJCSGg,0.637486804129209,0.295588938581378,0.261175919389222,-0.251172814395126,-0.735723443894966,0.0074191558723988,-0.195043246581432
R_1n8vbG0TmrzTovA,We need place to live with affordable housing. ,other district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,2.0,US Born,No school certificate,0.0,No,The Bronx (District 1-12),Mott Haven,Homemaker,1,1,2,1,-1,2,-2,9.0,1,3,New York,United States,1,0,2,2,liberal,very liberal,1,0,0,0,R_1n8vbG0TmrzTovA,-0.258430095043736,0.2440935438793,0.623593990110057,0.0237225872111078,-0.0216104136220654,0.0412335762014991,0.5979225593937
R_3PtzbHVFyG3g2uV,I'm for anything that stabilizes rent ,district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,2.0,US Born,Higher education entrance qualification,3.0,Yes,The Bronx (District 1-12),East Tremont,Employed (full-time),0,2,1,2,0,2,-2,6.0,0,2,New York,United States,1,1,1,2,moderate,moderate,0,1,0,0,R_3PtzbHVFyG3g2uV,-0.15503015119097,0.449453778588556,-0.382697118836271,-0.138501751050642,-0.556490665502996,-0.244535089629796,0.358796276014644
R_RaAOkfhZsiAQp8Z,I do not think increasing density by 100 percent is a good thing - or possible. It will overburden the neighborhood and make it harder for people to get services.,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,US Born,Master's degree,2.0,Do not know,Manhatten (District 1-12),Upper West Side,Employed (part-time),0,0,0,0,0,0,0,8.0,2,5,New York,United States,-1,0,1,0,liberal,liberal,1,0,0,0,R_RaAOkfhZsiAQp8Z,-0.246387674586059,-0.186726686393065,0.90093131735726,0.416042626985842,-0.428767433197589,0.0617547132485115,0.303214601071333
R_r8z257Dd7mtxFqV,It stands out from the rest of the world ,other district,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.0,US Born,Higher education entrance qualification,6.0,Yes,Brooklyn (District 1-18),Coney Island,Employed (full-time),1,1,-1,1,1,2,1,9.0,2,3,New York,United States,2,-1,-2,1,conservative,conservative,0,1,0,0,R_r8z257Dd7mtxFqV,0.0192246273175018,0.320694159914758,0.0,-0.0820885217217061,0.254157804440279,0.0,-0.0395661208253488
R_28MSU9J9yYYzAZk,I don't want a rent cap,district,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,8.0,US Born,Master's degree,0.0,No,Queens (District 1-14),Astoria,Employed (full-time),-1,-1,1,2,2,-1,-1,10.0,2,2,New York,United States,1,1,1,2,liberal,very liberal,0,1,0,0,R_28MSU9J9yYYzAZk,-0.701134851264501,0.0686626378963346,-0.650181447215403,0.204720392217764,0.457025463459308,0.008785002727262,0.488349304094593
R_2bJgqdb7hnf4Ufd,It's a better proposal,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,2.0,US Born,Higher education entrance qualification,5.0,No,The Bronx (District 1-12),Mott Haven,Not working (disability/illness),-2,1,-1,1,2,-1,-1,9.0,1,4,New York,United States,1,3,0,3,conservative,conservative,1,0,0,0,R_2bJgqdb7hnf4Ufd,0.0991847091895106,-0.3398951412077,0.186156714772934,-0.0113935979097423,-0.446409094558502,0.0519299731687126,-0.253329745468877
R_eqSMpzg56EAnjLX,Because some landlords increase rent to an unfair amount due to greed so rent control would help in some ways as long as it's not more than 5% incrrase ,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,28.0,5.0,US Born,Doctoral degree,4.0,Yes,Brooklyn (District 1-18),Georgetown,Employed (full-time),-1,0,1,1,-2,0,-1,4.0,1,2,New York,United States,1,0,0,0,moderate,moderate,1,0,0,0,R_eqSMpzg56EAnjLX,0.267738752337961,0.218328501361221,-0.661773603215802,-0.624478909271122,-0.0639538001400514,0.52196360206307,0.192544692736652
R_3p2OBubRv2GZFgZ,NYC is expensive enough already so any proposal with some type of rent control is favorable to me,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,US Born,Secondary school certificate,3.0,No,Staten Island (District 1-3),Tottenville,Not working (retired),-1,-2,1,-1,-1,2,1,10.0,2,5,New York,United States,0,0,0,0,moderate,moderate,0,1,0,0,R_3p2OBubRv2GZFgZ,0.99009900990099,0.136582235048675,-0.44313515021473,0.0306411650204677,-0.504579759372304,-0.519788716169177,-0.0984028991946397
R_1IWM9AK9MpCc4vb,Benefit for global warming zero emission ,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,5.0,US Naturalization,Bachelor's degree,2.0,No,Queens (District 1-14),Bellerose,Employed (full-time),2,-2,2,2,-1,-2,1,10.0,2,5,New York,United States,-1,-2,0,-2,liberal,liberal,0,1,0,0,R_1IWM9AK9MpCc4vb,0.685986692614868,-0.0351627064375953,-0.002612116546973,0.235286165243729,0.275924284035376,-0.234272623485963,0.679184057224193
R_2ZJr2IsK8QtOXgm,Very very good value,other district,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,6.0,US Born,Master's degree,7.0,Yes,Brooklyn (District 1-18),City Line,Employed (full-time),2,2,2,2,2,2,2,10.0,2,4,New York,United States,3,3,2,3,conservative,very conservative,0,1,0,0,R_2ZJr2IsK8QtOXgm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_3EGUjfJKekdWJSJ,The amount of apartments available ,district,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,US Born,Secondary school certificate,4.0,No,Queens (District 1-14),College Point,Homemaker,-2,-2,1,2,0,-2,-2,7.0,1,2,New York,United States,2,0,3,3,moderate,moderate,1,0,0,0,R_3EGUjfJKekdWJSJ,-0.0621911024880527,-0.0347651838993302,-0.566142605051473,-0.830386768154455,0.0074022010982021,-0.733765200384823,0.703452227336155
R_3fpD7tUBwgx8W3A,Some are better than the others,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,US Born,Secondary school certificate,4.0,No,Staten Island (District 1-3),Willowbrook,Employed (full-time),-1,-1,1,-1,1,-1,1,5.0,0,4,New York,United States,1,1,2,2,moderate,moderate,0,1,0,0,R_3fpD7tUBwgx8W3A,0.308919565677584,0.499414839307863,-0.43432680498122,0.313907356139809,0.542647230073628,-0.435614041439825,-0.881251705645934
R_1jHstKJIy6avTVB,I think those option is good for me,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,5.0,US Born,Master's degree,6.0,Yes,Manhatten (District 1-12),Midtown South,Employed (full-time),-1,2,2,-1,1,2,2,9.0,2,4,New York,United States,-1,2,3,2,conservative,conservative,1,0,0,0,R_1jHstKJIy6avTVB,0.0172044613761436,-0.395030359855589,0.186868167637962,-0.37357204588672,0.291191085833887,-0.398926584107406,0.0568960375016033
R_2qn0E32ZjmeLL9a,I decided based on my neighborhood environment,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,US Born,Bachelor's degree,5.0,No,Manhatten (District 1-12),SoHo,Employed (full-time),0,1,1,1,0,0,1,7.0,1,2,New York,United States,0,1,1,1,conservative,conservative,1,0,0,0,R_2qn0E32ZjmeLL9a,0.0490358622766321,0.449941179502265,-0.23016569758769,-0.634222103700003,0.649227218514109,-0.472223099476664,0.73283698663996
R_241rWXi4DINwHfd,Net zero emissions and rent increase per year,district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,US Born,Secondary school certificate,3.0,No,Manhatten (District 1-12),Lower East Side,Not employed (unemployed),0,-1,-1,-1,1,-1,1,6.0,1,1,New York,United States,2,1,2,2,moderate,moderate,1,0,0,0,R_241rWXi4DINwHfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2djc9P62TDikWwL,it is the good way to decide good or better,other district,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.0,10.0,US Born,Higher technical examination,6.0,Yes,Manhatten (District 1-12),Battery Park City,Employed (full-time),1,1,2,2,2,2,2,10.0,1,3,New York,United States,3,3,3,3,conservative,conservative,1,0,0,0,R_2djc9P62TDikWwL,-0.256534073293336,0.376843517235393,0.368041797913691,0.2953268269864,0.101723489983322,0.19452997026089,-0.0018666178761541
R_1psC77DSlWqynuE,I didn't agree with some of them.,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,US Born,Secondary school certificate,1.0,No,Queens (District 1-14),St. Albans,Employed (full-time),-1,-1,0,1,0,-1,0,10.0,0,2,New York,United States,0,0,0,0,liberal,liberal,1,0,0,0,R_1psC77DSlWqynuE,-0.265564654259023,-0.284471125023235,-0.288030465453296,-0.458507441558936,0.634160459549973,0.0,-0.37112653529116
R_syTyJv40aztGEhj,"in favor to my selected proposals, because I feel they had peoples' needs in mind.",district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,US Born,Secondary school certificate,2.0,No,Queens (District 1-14),Astoria,Employed (full-time),1,-1,-1,2,2,-2,-1,1.0,2,5,New York,United States,3,1,1,0,liberal,liberal,1,0,0,0,R_syTyJv40aztGEhj,0.596688373222808,0.219751433083544,0.282794189219861,-0.159635146301793,-0.221526204950003,-0.660024755543674,0.245589040399464
R_12FmOoPFKXbHsFQ,One is more appealing than the other,neighborhood,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,US Born,Secondary school certificate,3.0,Yes,Brooklyn (District 1-18),Park Slope,Not employed (unemployed),-2,1,1,1,0,1,1,8.0,1,3,New York,United States,2,2,1,1,moderate,moderate,1,0,0,0,R_12FmOoPFKXbHsFQ,-0.0538628175294947,0.541296117207662,0.509834028113478,0.0401403162120434,0.825338372596484,-0.0246017490405077,0.0093692337852243
R_3neIlzQgJQmKAye,I hope for something better.,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,6.0,US Born,Master's degree,7.0,Yes,Manhatten (District 1-12),West Harlem,Employed (full-time),1,2,1,1,2,1,2,9.0,1,3,New York,United States,3,2,2,3,conservative,very conservative,0,1,0,0,R_3neIlzQgJQmKAye,-0.087354422637347,0.0,0.839653673317879,-0.087601249501909,-0.164596175168466,-0.430311593951322,-0.596966826442585
R_ANzR3YBpvbDMgut,I liked the proposals that included the community's voice. ,district,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,6.0,US Born,Bachelor's degree,0.0,Yes,The Bronx (District 1-12),Eastchester,Employed (full-time),-1,0,0,2,1,0,-1,9.0,2,1,New York,United States,2,1,-1,1,liberal,very liberal,1,0,0,0,R_ANzR3YBpvbDMgut,0.905274551423913,0.0015459636890788,0.832987054257983,-0.350887430984534,-0.078621030348461,0.0,0.761329063875071
R_3Ms5RShhBaDi08x,They all sound fair ,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,5.0,US Born,Bachelor's degree,7.0,No,Staten Island (District 1-3),Elm Park,Employed (full-time),-1,1,1,1,-1,2,-1,4.0,1,4,New York,United States,0,2,2,2,conservative,very conservative,1,0,0,0,R_3Ms5RShhBaDi08x,-0.197223100854147,-0.240229482821348,0.867333054473814,-0.220924097988997,-0.508725639257404,0.142381476788593,0.0981050096081429
R_1Fu1B8eDV785B4V,I think it would be a great idea,other district,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,10.0,US Born,Master's degree,4.0,Yes,Queens (District 1-14),Astoria,Homemaker,-2,0,-1,-1,-1,-1,-1,3.0,-1,2,New York,United States,-1,-1,-1,0,moderate,moderate,1,0,0,0,R_1Fu1B8eDV785B4V,0.475528779125809,0.235269783971907,-0.28839544151359,-0.397592481778102,0.266753707082313,-0.650526727020578,0.277661101094214
R_3HIkE1rSamfWkyK,It is very comfortable,neighborhood,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,41.0,8.0,US Born,Bachelor's degree,7.0,Yes,Manhatten (District 1-12),Manhatten Valley,Employed (full-time),2,2,1,2,2,1,1,10.0,2,3,New York,United States,3,3,3,2,conservative,very conservative,0,1,0,0,R_3HIkE1rSamfWkyK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2fBPV8eofPBbYXW,I think it's trustworthy appropriate reliable ,district,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,7.0,US Born,Bachelor's degree,2.0,No,Queens (District 1-14),Briarwood,Employed (full-time),1,1,1,1,1,-1,-1,7.0,0,2,New York,United States,1,1,1,1,liberal,liberal,1,0,0,0,R_2fBPV8eofPBbYXW,0.321018971635248,-0.0652174275142407,0.731478598422722,0.004952668039547,-0.372800514721159,0.662814530906982,0.556430540290547
R_1gqnQNpLlLz1iLX,Rent cap and reduce capacity. ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,US Born,Master's degree,2.0,No,Brooklyn (District 1-18),Park Slope,Not employed (unemployed),-2,-1,-1,-1,1,0,0,10.0,2,2,New York,United States,3,-1,1,1,liberal,liberal,1,0,0,0,R_1gqnQNpLlLz1iLX,-0.645584998177366,0.715619438603201,0.465180281400785,0.167786979325261,0.260864149834871,0.235839003944641,-0.638797896454506
R_2tEyNTJNwEWBNr2,I have watched the changes in my neighborhood for 20 years and based choices on what I have seen,neighborhood,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,6.0,US Born,Bachelor's degree,0.0,No,Manhatten (District 1-12),West Harlem,Employed (part-time),-1,-1,0,1,1,0,-1,8.0,2,5,New York,United States,0,1,-1,1,liberal,very liberal,0,1,0,0,R_2tEyNTJNwEWBNr2,0.876426433029416,0.012865919392153,0.885870674149309,0.412408740175572,-0.277309365293743,-0.283356234465311,0.203148615388229
R_1kM8sGoDpzCJkPk,its a positive way to go forward in future. With this info we chould gather much affirmative sources ,other district,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,US Born,Master's degree,5.0,No,Staten Island (District 1-3),Grant City,Employed (full-time),2,2,1,1,1,2,1,7.0,2,3,New York,United States,2,2,0,2,conservative,conservative,0,1,0,0,R_1kM8sGoDpzCJkPk,0.669043402202293,0.145525636249692,-0.147782122202552,0.165780726749967,0.416531361825358,0.0,0.11849568838203
R_2qxj8lvIytUnU6P,the density increase should be keep at 20 percent,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,5.0,US Born,Bachelor's degree,4.0,No,Staten Island (District 1-3),Castleton Corners,Not working (retired),-1,0,1,2,2,-1,1,3.0,2,5,New York,United States,-1,-1,0,1,moderate,moderate,0,1,0,0,R_2qxj8lvIytUnU6P,0.305764787705805,0.265689063320098,0.33370270763408,-0.338960682508195,-0.548111713837601,-0.0374314032366274,-0.103902297675043
R_3frZFdfvUba9b3r,Nothing in particular just a little,neighborhood,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,US Born,Doctoral degree,1.0,Yes,Brooklyn (District 1-18),City Line,Employed (full-time),1,-1,1,0,1,2,1,3.0,1,3,New York,United States,2,1,2,-2,liberal,liberal,0,1,0,0,R_3frZFdfvUba9b3r,0.12938913213404,0.216584723064386,-0.372826193212127,-0.0631287916272961,-0.487482014900376,0.218401483762806,0.299493861032239
R_cZMLX2NgYVUCKLD,prefer smaller increase in density; against mandatory low income housing,other district,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,10.0,US Born,Doctoral degree,7.0,No,Manhatten (District 1-12),Morningside Heights,Employed (full-time),-1,-1,1,0,1,1,-2,2.0,-2,4,New York,United States,-1,-1,-2,2,conservative,very conservative,0,1,0,0,R_cZMLX2NgYVUCKLD,-0.658163442244096,-0.376622933618874,-0.64669126128964,-0.0095596499239526,-0.218577825400772,0.200467935354914,0.13924886744532
R_3LYVOCKPc3m7sKF,yes I like very much,district,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,4.0,US Naturalization,Bachelor's degree,7.0,Yes,Queens (District 1-14),Woodside,Employed (full-time),1,2,2,2,2,1,2,10.0,2,4,New York,United States,3,3,2,3,conservative,very conservative,0,1,0,0,R_3LYVOCKPc3m7sKF,0.49181005396013,-0.195635118626449,-0.136474633953736,-0.163287948750581,-0.197048736627916,-0.104210964337679,0.156261565579531
R_3IcXrCRphny7KkF,I like this proposal,district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,10.0,US Born,Higher technical examination,7.0,No,Manhatten (District 1-12),Civic Center,Employed (full-time),2,2,2,1,1,2,2,10.0,2,4,New York,United States,3,3,2,3,conservative,very conservative,0,1,0,0,R_3IcXrCRphny7KkF,0.0083418376138263,0.219975350073713,-0.0194337186003733,0.300076898753082,-0.58159070904469,-0.0276774776681406,0.214210929181121
R_1Lj7TkougCWcZkR,it is good for communication and decrease the rents,neighborhood,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,2.0,US Naturalization,Master's degree,7.0,No,Manhatten (District 1-12),Wall Street,Employed (full-time),2,2,2,2,2,-2,-2,10.0,2,2,New York,United States,3,3,-3,3,conservative,very conservative,0,1,0,0,R_1Lj7TkougCWcZkR,-0.627557921137795,-0.30344174707698,-0.208367266896956,0.0032501681611881,0.557015752746634,-0.541934744677294,0.833928583861484
R_V2rqv3QY0dBgwYV,Rent increase and job opportunities,district,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,US Naturalization,Higher education entrance qualification,6.0,No,Queens (District 1-14),Richmond Hill,Employed (part-time),1,0,1,2,1,1,1,7.0,2,3,New York,United States,0,1,2,2,conservative,conservative,0,1,0,0,R_V2rqv3QY0dBgwYV,-0.142506255406831,-0.103903491893277,-0.102886472325511,0.116585007270142,-0.146707970447227,-0.167573964917638,0.1879552012558
R_10uUxPuwHShoMc5,"let's face it, this is New York City.  Population density is a matter of daily life.  Why not make it so that those who either chose or have to live here, have a better way of living here?",other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,3.0,US Born,Bachelor's degree,0.0,No,Staten Island (District 1-3),Great Kills,Employed (part-time),-2,-2,1,0,1,0,1,4.0,2,5,New York,United States,-2,-2,2,3,liberal,very liberal,1,0,0,0,R_10uUxPuwHShoMc5,-0.123261032468249,0.0,-0.128213713904075,-0.226873422331556,-0.16345898580554,0.0,0.156961163939883
R_2YJSU3qaL4HfJLk,reduce population density and limit the spread of diseases in light of Covid 19,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,US Born,Master's degree,4.0,No,Queens (District 1-14),Queens Village,Employed (full-time),1,1,-1,1,1,-1,1,8.0,0,3,New York,United States,-1,-1,-1,-2,moderate,moderate,0,1,0,0,R_2YJSU3qaL4HfJLk,-0.389279087312211,0.524357856957616,0.0729358438625894,-0.0999645621701929,-0.399615227596035,-0.317680475862006,0.113709790693521
R_1mIOPPJcvenilaY,Good points on both,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,8.0,US Born,Apprenticeship,5.0,Yes,Brooklyn (District 1-18),Crown Heights,Employed (full-time),0,0,0,0,0,0,0,5.0,0,2,New York,United States,0,0,0,0,conservative,conservative,1,0,0,0,R_1mIOPPJcvenilaY,0.0,-0.459455064238076,0.195060642043498,-0.0408210561001551,0.262120641260103,-0.516602190525435,-0.294353522973583
R_3oA6G8q0iAOqqJt,I decided by the features and options I have seen in each proposal,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,7.0,US Born,Master's degree,0.0,No,Manhatten (District 1-12),Manhatten Valley,Employed (full-time),1,-1,1,1,1,2,2,8.0,2,3,New York,United States,3,3,2,2,liberal,very liberal,1,0,0,0,R_3oA6G8q0iAOqqJt,0.894251495718016,0.409605836642173,-0.0982648846386639,-0.0128043997885799,-0.608404212727743,-0.458213582557972,0.61750378496775
R_1hEWr6ZX4dMsodZ,Densification is a need of today's world,district,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,US Naturalization,Bachelor's degree,4.0,No,Brooklyn (District 1-18),Mill Basin,Not employed (unemployed),0,0,1,1,1,-1,1,9.0,2,1,New York,United States,0,1,0,0,moderate,moderate,1,0,0,0,R_1hEWr6ZX4dMsodZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
