,ResponseId,Q12.6,Q12.6_corrected,city
6302,R_3ee2wFLQTFC6Oup,,,Los Angeles
6303,R_31osShGzabosYF0,Cost,Cost,Los Angeles
6304,R_3kCj6vvozfNwWCH,belt,,Los Angeles
6305,R_3r0cSMgb7XahBxo,Fedhedytefheehtefh ddgredhrefgewd fefgeshtsffsgre fsgredgrsfgedd fdggedhrevhedf fechefcgedgrecg ffggefhtt,,Los Angeles
6306,R_1ENbRABH6ahDoyZ,,,Los Angeles
6307,R_3GD3c3y6gvdtSMX,Ok,Ok,Los Angeles
6308,R_3nr9mU92Aduijn4,,,Los Angeles
6309,R_1exRQ4ZBFipFgf9,idrk tbh,,Los Angeles
6310,R_pc5ov7tdtN1fIqZ,I don't know,I don't know,Los Angeles
6311,R_2pJe76MSNfTT54Q,,,Los Angeles
6312,R_3qaqn6O3XDpGUK7,I don't know. I don't care to be honest. ,I don't know. I don't care to be honest. ,Los Angeles
6313,R_1GHW5pdEo4Plt8S,No,No,Los Angeles
6314,R_2yqtMjqJZT6OIcg,There are some that I see that will increaae population and the people.that is exactly whatbi will go for.,There are some that I see that will increase population and the people. That is exactly what I will go for.,Los Angeles
6315,R_1qVWZu41ga4YE3Z,No rent caps or had more cons,No rent caps or had more cons,Los Angeles
6316,R_2DNNDUafhdyaRWc,"I liked ideas that had a rent cap, this will curtail and prevent the landlord from increasing rent indiscriminately","I liked ideas that had a rent cap, this will curtail and prevent the landlord from increasing rent indiscriminately",Los Angeles
6317,R_1CBluiaFQ7o1nVe,They are not going to be able to,They are not going to be able to,Los Angeles
6318,R_1LbuDYJwWkDeOvm,better opportunity ,better opportunity ,Los Angeles
6319,R_1GNdHx8TdkwsIcd,,,Los Angeles
6320,R_uqQ2vMEjkG8Thh7,Not really ,Not really ,Los Angeles
6321,R_3FQVM84LXOU88Rq,Because the proposal  were properly set for trial ,Because the proposal  were properly set for trial ,Los Angeles
6322,R_29ozls1ZdxVWSin,,,Los Angeles
6323,R_4MkY0pZeP5YhJL3,I decided because I'd like to know and be apart if decisions that can affect how I live ,I decided because I'd like to know and be a part of decisions that can effect how I live ,Los Angeles
6324,R_2trM2PhcFGscnyT,Yeah,Yeah,Los Angeles
6325,R_3oTK4mWozJgCUvL,High,High,Los Angeles
6326,R_3Pk001JEjKc13oU,I just don't like to much change ,I just don't like too much change ,Los Angeles
6327,R_2TQSl2w5NniJAyS,,,Los Angeles
6328,R_Td4Fl6ut0zgfwhH,It was very nice ,It was very nice ,Los Angeles
6329,R_3R3hD5FyWlyws1S, Brown is a very nice ,,Los Angeles
6330,R_2EufOIHBQO96CEK,Very conservative and grateful discrete out of everything in house building,Very conservative and grateful discrete out of everything in house building,Los Angeles
6331,R_3GrnMzZa04I3O7O,I just feel like some of them didn't feel fair and stable,I just feel like some of them didn't feel fair and stable,Los Angeles
6332,R_3MMrvj3RQYyT93H, Love the contents, Love the contents,Los Angeles
6333,R_pzQY2ydITZqGACZ,,,Los Angeles
6334,R_3R1ULXjWCNttHTi,Because they are both good ,Because they are both good ,Los Angeles
6335,R_Q9TeXGfZOEFrGxj,It has been good,It has been good,Los Angeles
6336,R_vvOXm1WE4KwsTdf,The proposals I choosed seems more compelling to me,The proposals I choosed seems more compelling to me,Los Angeles
6337,R_3RabdD6EW3zezho,N/a,,Los Angeles
6338,R_3k4FyEmE61rXCm2,I love. The proposal and everything love it cool God bless America,I love. The proposal and everything love it cool God bless America,Los Angeles
6339,R_2BxGGJv9LA9vQpG,I look at the facts,I look at the facts,Los Angeles
6340,R_3fjDryvmd1wTl9I,,,Los Angeles
6341,R_Ub8i21gUfUsrAhr,Extremely captivating and well developed ,Extremely captivating and well developed ,Los Angeles
6342,R_3ixMAxfqxtUYykj,"Rent control and more available housing , small Busisnes ","Rent control and more available housing , small business",Los Angeles
6343,R_3jTY7UjGGsIKLu0,,,Los Angeles
6344,R_1ONxcCDvTZJmjQv,very good more much reality fine,very good more much reality fine,Los Angeles
6345,R_1DZ8mNHV21mZe95,very convenient,very convenient,Los Angeles
6346,R_1f9HsqFDp9y3LsI,I am against it. Stop gentrifying our neighborhoods LA has become so expensive to live in ,I am against it. Stop gentrifying our neighborhoods LA has become so expensive to live in ,Los Angeles
6347,R_31hHH7LLlpMu0Vk,,,Los Angeles
6348,R_2rua7C2vVXATqcg,It is one of the best,It is one of the best,Los Angeles
6349,R_3Jn30iIKeSxaxM7,Well it depends. On what happens next. ,Well it depends on what happens next. ,Los Angeles
6350,R_1Q3EMF9LHmV8K1e,None,None,Los Angeles
6351,R_24jFdRRC5oaHoLe,They were ok,They were ok,Los Angeles
6352,R_24Og6xDTwHsDtK8,It's something that I feel it seem right for density ,It's something that I feel it seem right for density ,Los Angeles
6353,R_3QF3uFY0cZ0d71v,It's awesome,It's awesome,Los Angeles
6354,R_aWezOE9A3P5YjhT,"I decide mostly for the first proposal because I would like to see my neighborhood continually grow. Whether with housing, migration etc.","I decide mostly for the first proposal because I would like to see my neighborhood continually grow. Whether with housing, migration etc.",Los Angeles
6355,R_1erUXHjBuPqjqHw,Rent increases,Rent increases,Los Angeles
6356,R_YY4YJZpDfLeFDMZ,none,none,Los Angeles
6357,R_2sXrVYBYJSeSBRl,Idk,Idk,Los Angeles
6358,R_308fQD2o0azCcgB,,,Los Angeles
6359,R_1CwGZscDFxT8kyS,It is very amazing,It is very amazing,New York
6360,R_21nwjyz3fj7SqXL,Good quality bargaining and it was really great ever ,Good quality bargaining and it was really great ever ,New York
6361,R_2s1G93ky99QeJOR,It because there isn't any stress free transactions and you always have you,It because there isn't any stress free transactions and you always have you,New York
6362,R_1pFCgLMY5JieEo3,I was much more interested in the percentage of rent rate of each comparison so I went for the rent rate that favors me,I was much more interested in the percentage of rent rate of each comparison so I went for the rent rate that favors me,New York
6363,R_3DhFbzdyldiwLGA,is very good,is very good,New York
6364,R_1QA7xAL1Fo7H3Vh,Good and awesome,Good and awesome,New York
6365,R_3Ja4BFecMXmWuRs,musch efective,much effective,New York
6366,R_u2sfVpturZHyqpX,Rent control and affordable housing were my number one priority!,Rent control and affordable housing were my number one priority!,New York
6367,R_erGoFyZpPmdMMRb,i like much a proposals,I like much a proposals,New York
6368,R_2VfrLsarVtYok1C,Extremely well,Extremely well,New York
6369,R_1eIRdGhUKZaLyBs,Good,Good,New York
6370,R_27EiU8U15pIvnLy,No opinion ,No opinion ,New York
6371,R_yr4c5aZJkVpxxgB,Graças a Deus não,,New York
6372,R_88ECiJEWVeqL42Z,It is very nice,It is very nice,New York
6373,R_3khcPiAiNTiBiv4,very possible,very possible,New York
6374,R_2sR2apmRFQFjjTv,I prefer the options that can increase the population by 100%,I prefer the options that can increase the population by 100%,New York
6375,R_1Gwx1G6VVX4io8x,Because I feel like it's the most likely,Because I feel like it's the most likely,New York
6376,R_DJdM7S3bLlB5Ng5,The proposals I picked were considerably and affordable making it a  uniform unisim between all,The proposals I picked were considerate and affordable making it a  uniform unison between all,New York
6377,R_2E1acZnhhXz1j5s,I like it very much I find it very interesting,I like it very much I find it very interesting,New York
6378,R_1IsHuy1Pr23xszk,It's great and very appealing,It's great and very appealing,New York
6379,R_OBCNElJlwUWViIF,Love it,Love it,New York
6380,R_1ir0SoO7sANSuHD,It a good brand ,It a good brand ,New York
6381,R_32Pz0rSZ5u7GbmQ,Proposal 1 is an amazing idea of structire and it surpases the idea in propasal 2,Proposal 1 is an amazing idea of structure and it surpasses the idea in propasal 2,New York
6382,R_1JFxrS8siq4X6Sp,I'll go with the best requirements work can order me something great for my community,I'll go with the best requirements work can order me something great for my community,New York
6383,R_riI6XfqKH8TNEtz,Because it's the best for me ,Because it's the best for me ,New York
6384,R_2fvd1CHvdubprzL,VERY GOOD,VERY GOOD,New York
6385,R_qRvtZTVtVdFRUTT,,,New York
6386,R_1CmddGfohu97Dz7,thanks guys,thanks guys,New York
6387,R_3LYKsYJdat1lb3u,,,New York
6388,R_28CY8pN8WYqxltI,because I feel better with that,because I feel better with that,New York
6389,R_10ShyFUBYM1eIur,The proposal are quite impressive and it will help the community to grow,The proposal are quite impressive and it will help the community to grow,New York
6390,R_sTiZnHPzv0OxGil,Proposals that included no resident involvement are the proposals more likely to succeed. My ex wife loves in a community where resident involvement is required and noone participates causing the community to lose money,Proposals that included no resident involvement are the proposals more likely to succeed. My ex wife lives in a community where resident involvement is required and no one participates causing the community to lose money,New York
6391,R_3JI2Tz2AkcqoHu8,1001,,New York
6392,R_2ToTPcN4Qnd8J4S,No comment,No comment,New York
6393,R_uwvoaBmBu8t6CC5,,,New York
6394,R_3JDf7jEH0CDzbas,I love this survey because is my favorite,,New York
6395,R_4IWKpxAqWn8BftT,Good one,Good one,New York
6396,R_1eEIStHguj5kF5G,Yes Sir was the day I Dey I Go Dey was a time of day to come home ,,New York
6397,R_1F54wJAAkkomoDS,Provision of adequate and good quality product and services,Provision of adequate and good quality product and services,New York
6398,R_21cxXefjncvBY1u,beacuse of the offers,because of the offers,New York
6399,R_2eQF5EnhdkpHcnm,Seems more private,Seems more private,New York
6400,R_SV6dJ7ps9ffhDRT,Everything is fine here and there is no problem with the email address and I will also be able to access it.,,New York
6401,R_2YJliUYN0P3x6gF,Yes ,Yes ,New York
6402,R_3J3sLJlDsuwzYFk,,,New York
6403,R_3iqY8vxIP0k8yse,They are not going to the end of the day I will be,,New York
6404,R_2ahPF894WYPUSWJ,Cause it's very cool having more people around,Because it's very cool having more people around,New York
6405,R_26bAPMPaTrzbby2,,,New York
6406,R_3HogAyE81Muy4hH,No,No,New York
6407,R_1LAMEjNTcGbvxPU,I want rent control of less than or equal to 20% annual,I want rent control of less than or equal to 20% annual,New York
6408,R_3D8u7gCDhgHx7pN,Us really okay,Us really okay,New York
6409,R_WiCIRvH2fqtUsH7,because it looked like the better option,because it looked like the better option,New York
6410,R_26gsqlmSiyjbuTj,None,None,New York
6411,R_yDdSpZWLkjsMKCB,Good qwality,Good quality,New York
6412,R_3fT2QjR2psDzvNM,Because I really think so,Because I really think so,New York
6413,R_1EXSKtoVQDeh2yR,climate ,climate ,New York
6414,R_reYswlxFT2u9IWt,,,New York
6415,R_3PHRMPvewVNLCnG,I am for affordable housing and rent control. ,I am for affordable housing and rent control. ,New York
6416,R_1OkqtELrAuskLo5,Cheaper ,Cheaper ,New York
6417,R_ywQfFvaxP7SUNYB,,,New York
6418,R_21zhePOP4cbUuoN,The NYC is s criminal city now and gov should stop distr. its,The NYC is criminal city now and government should stop destroying it,New York
6419,R_2Xc8vgNAhMDai1U,I liked that people can have input in some proposals ,I liked that people can have input in some proposals ,New York
6420,R_2qDJmxLQZW2TxBQ,I am in favor,I am in favor,New York
6421,R_3RxuW0wtev07goC,My choice ,My choice ,New York
6422,R_1pQYvJRbPM5GOxV,Proposals are not the different one from the other,Proposals are not the different one from the other,New York
6423,R_2EGFJFkc7QTMVfK,Some proposal are very much understabable and relialistic,Some proposal are very much understabable and realistic,New York
6424,R_TiP7E6ZGcVPfySZ,keep rent down,keep rent down,New York
6425,R_3p3w7ZnZ6umR5QM,"well I would have generally picked all of them, but my heart and mind didn't agree with some of them.","well I would have generally picked all of them, but my heart and mind didn't agree with some of them.",New York
6426,R_125z18opSDYaLK1,rent cap,rent cap,New York
6427,R_1Kjc3InnJD8LwLz,"I'm very much concerned about emissions, I think the climate is an important part of an environment, so I'm in for emissions free society.","I'm very much concerned about emissions, I think the climate is an important part of an environment, so I'm in for emissions free society.",New York
6428,R_2dNo0RBOPuYXZVO,Yes I do ,Yes I do ,New York
6429,R_ePyFAOwCLIAYKBz,I believe in rent control,I believe in rent control,New York
6430,R_3lDGnnaitlCx7Yv,Just what I believe,Just what I believe,New York
6431,R_1IMZNYtwBpKXbSO,because it seems to me that one presents more favorable proposals bought with the other,because it seems to me that one presents more favorable proposals bought with the other,New York
6432,R_2tJyUTkny5N98gU,sdf,,New York
6433,R_8He9zmfOR74xmiB,I think they all look very nice,I think they all look very nice,New York
6434,R_6VuVgITzLBZnr5n,Satisfaction ,Satisfaction ,New York
6435,R_1mDvdtUAbHLJNli,I like it a lot in general,I like it a lot in general,New York
6436,R_2Vr0IP0kLjtMoFw,I personally gave the most weight to the column referring to affordable housing because densification projects should benefit every class. I also paid attention to the rent caps.,I personally gave the most weight to the column referring to affordable housing because densification projects should benefit every class. I also paid attention to the rent caps.,New York
6437,R_31Tbo4ceSIw266C,In favor,In favor,New York
6438,R_oZ94gecfxtKFxG9,,,New York
6439,R_2QrHlf6IrqEvCpS,I think we need affordable housing but not sure how to do this. ,I think we need affordable housing but not sure how to do this. ,New York
6440,R_3FJy8TjFfAWdECN,good,good,New York
6441,R_1K1gapL1UlQM076,,,New York
6442,R_1g2pBVbVEmfeDp3,"I always will tend to support rent control, I live in a rent controlled apartment and it's needed, especially in new york city.","I always will tend to support rent control, I live in a rent controlled apartment and it's needed, especially in New York City.",New York
6443,R_21uIm5IEgqptyPv,Very good quality,Very good quality,New York
6444,R_1QAi4IG3lvASGsK,it just what fits my circumstances best ,it just what fits my circumstances best ,New York
6445,R_12KpOh8DIkoyBVz,I'm a strong proponent of rent control and affordable housing,I'm a strong proponent of rent control and affordable housing,New York
6446,R_WfHK3QC9LWnUytP,,,New York
6447,R_3GvQWMdAIJrFjOV,They are not moving,They are not moving,New York
6448,R_2ccHRZ3pA5jR4ep,It is very amazing,It is very amazing,New York
6449,R_2VdvgecSxiLGzKF,very good,very good,New York
6450,R_1jODSIoTPJ5qYcd,What would been better for me ,What would be better for me ,New York
6451,R_3kn3IvzMehfkxKh,Perfect ,Perfect ,New York
6452,R_1FwXsScd82ECSy7,I like proposal number1,I like proposal number 1,New York
6453,R_6ET7lDkoS5T3KDf,I like no rent increases options better ,I like no rent increase options better ,New York
6454,R_1mXKhNk4616tdFb,Because they are extremely good,Because they are extremely good,New York
6455,R_3CUZjIvvXKKMZ3B,,,New York
6456,R_1igui86Xnom8Jhd,I think it will invirgorate the economy in the neighborhoods.,I think it will invigorate the economy in the neighborhoods.,New York
6457,R_3EFssundMVRO3sO,have to weigh the good with the bad and pick the better of 2 evils,have to weigh the good with the bad and pick the better of 2 evils,New York
6458,R_roiBzyieDQ84Q01,Rent increases per year too high. ,Rent increases per year too high. ,New York
6459,R_1hMuUohlzFPmtgX,Better to live,Better to live,New York
6460,R_3iX3aHLv5MlrSBF,no comments,no comments,New York
6461,R_3nfvVG7e7qsfClb,fdhcgvhbjgvfcxhcgjv,,New York
6462,R_1E03h5Y3MdXqV7Q,yes,yes,New York
6463,R_2wakn5hMLsjRY6Q,No t sure ,Not sure ,New York
6464,R_UMFynTaNIXstUvn,None,None,New York
6465,R_3KpjuqPkyFJKB1F,Density is ok bring different people. Rent control bring different types of element,Density is ok bring different people. Rent control bring different types of element,New York
6466,R_2Bs8LwuinFIhVSc,Ok,Ok,New York
6467,R_2VEkCni1TIgAQe8,2,2,New York
6468,R_szGduHkIqqotgOZ,im for both,I'm for both,New York
6469,R_3M6w5OFnpbALzXw,I chose the proposals I felt would be the most beneficial.,I chose the proposals I felt would be the most beneficial.,New York
6470,R_27Cl9mZ3ZKuWnpV,did not like the rate density ,did not like the rate of density ,New York
6471,R_2rr1NKa1CegnkiA,My decision was based on Rent Control will be a problem for people who are not accepted or cannot afford to survive,My decision was based on rent control. will be a problem for people who are not accepted or cannot afford to survive,New York
6472,R_PUnmlLYazolPEKR,Nothing too increase ,Nothing too increase ,New York
6473,R_3HYtOTeCAEe6u3Q,"I think population densuty should be limited. I think mixed use is better for a neighborhood if small essential businesses are included, I think tent control is somewhat important","I think population density should be limited. I think mixed use is better for a neighborhood if small essential businesses are included, I think rent control is somewhat important",New York
6474,R_ZvNlI3lWXumj9Dj,I am in favor of making housing more affordable ,I am in favor of making housing more affordable ,New York
6475,R_1qh8CusDf3F3lmu,I believe in rent control especially now with Covid and limited jobs,I believe in rent control especially now with Covid and limited jobs,New York
6476,R_2S0RFaICFc0tjPJ,good,good,New York
6477,R_0HbC0ohvMM50BNL,Overallmentioned oportunityby the two propos I decided to favor proposal -,,New York
6478,R_3Xl9ZYRlr5KYpa1,I was in favor of the ones that had a higher percentage of affordable housing and lower rent cap. ,I was in favor of the ones that had a higher percentage of affordable housing and lower rent cap. ,New York
6479,R_1igu9Q2JdJgCyLH,the city is failing miserably and it's going to take folks with money to bring it back. these proposals will increase the exodus of the wealthy tax payers in the city.,the city is failing miserably and it's going to take folks with money to bring it back. these proposals will increase the exodus of the wealthy tax payers in the city.,New York
6480,R_12hhxozu65lagul,No comment ,No comment ,New York
6481,R_vvNdxPIqeiqR3Sp,"I voted for proposals where tenants have a vote or are involved, and there is a density increase of no more than 20%","I voted for proposals where tenants have a vote or are involved, and there is a density increase of no more than 20%",New York
6482,R_2VPWEmITBBF1kLn,I liked them,I liked them,New York
6483,R_3D1JDpjH7tKJi3c,It all depends on what the propasal is,It all depends on what the propasal is,New York
6484,R_2EuHd1rZmB4dkZY,It has to be a certain area where I feel comfortable ,It has to be a certain area where I feel comfortable ,New York
6485,R_1DPhqBtwIACYeYk,Proposal 2 is more beneficial to most people. ,Proposal 2 is more beneficial to most people. ,New York
6486,R_3lM51RW72HaweVi,,,New York
6487,R_3NVeKdMwywVS2xr,I decided against non rent regulated apartments ,I decided against non rent regulated apartments ,New York
6488,R_2U3NjAeiw6d1TWd,,,New York
6489,R_9tNPQflJnqZTTLr,Is just my opinion ,Is just my opinion ,New York
6490,R_bQrw1DcE0LvURu9,They are predatory ,They are predatory ,New York
6491,R_3FOFlqqJrSwpSlS,Their must be affordable apartments for everyone.  Should not be just market-rate apartments.  This will alienate the lower income group.,There must be affordable apartments for everyone.  Should not be just market-rate apartments.  This will alienate the lower income group.,New York
6492,R_8vlB11aqWYV1KxP,I mainly looked at the percentage of the rent caps and the factors that were most important such as climate control,I mainly looked at the percentage of the rent caps and the factors that were most important such as climate control,New York
6493,R_2SIIrHneJPH6s9N,Family vaules and space is limited,Family values and space is limited,New York
6494,R_2YuefI1aDuWDGm5,I don't know ,I don't know ,New York
6495,R_3EytULNPm43wCoU,Good,Good,New York
6496,R_3maeqWAmx0L3Qdo,I want what's best for my neighbors,I want what's best for my neighbors,New York
6497,R_5nj0KS9J7u6WzAt,Some were better than others,Some were better than others,New York
6498,R_1gCL2fsnpyvi5q8,"Overall one had more pro's than cons for me due to my income, lifestyle etc. ","Overall one had more pros than cons for me due to my income, lifestyle etc. ",New York
6499,R_2rMCTUtOxBsa4oS,I am in favor to some of the proposals because I think is going to be very useful to the community of East Harlem ,I am in favor to some of the proposals because I think is going to be very useful to the community of East Harlem ,New York
6500,R_3iVvEhLaMPM74J2,,,New York
6501,R_3iViIYDKRqwBqPF,No,No,New York
6502,R_1k1b7OKZx8tRkj2,It just depended on the amount of change. I don't like too much change in my life,It just depended on the amount of change. I don't like too much change in my life,New York
6503,R_3luAdgejOtSlG2k,,,New York
6504,R_2CNQIwh2bY9ShpV,,,New York
6505,R_1OwcZJbNpWVXp66,I am in favor of proposals from government and non profit as most of the time corpoations will act out of self interest despite what their proposals are on paper. I favor climate neutral developments as well.,I am in favor of proposals from government and non profit as most of the time corporations will act out of self interest despite what their proposals are on paper. I favor climate neutral developments as well.,New York
6506,R_1I5F2ADW6Tq53Io,,,New York
6507,R_3371ASxA8XjqnL5,I favor projects that don't increase rent prices,I favor projects that don't increase rent prices,New York
6508,R_AvtimcQ0P1izcn7,I think rent control would help most people and I think we need to do something about climate change,I think rent control would help most people and I think we need to do something about climate change,New York
6509,R_1kTSbZFEAq2IP10,Kcodod,,New York
6510,R_1lttvuBseuUN5mv,,,New York
6511,R_1JDFd5To93wBHtM,,,New York
6512,R_UFKMIK4hzcKquWt,,,New York
6513,R_3PZYJwAcDLmpXEQ,It should help people that are poor.,It should help people that are poor.,New York
6514,R_3ISO9XGQKF2epfO,It's reasonable ,It's reasonable ,New York
6515,R_2xShAH01ALvEgoW,Very likely,Very likely,New York
6516,R_SDAl67VfYKFbp0l,none,none,New York
6517,R_1flPCZ5h6ITomhS,I like an aptartment to not be rent controlled...,I like an aptartment to not be rent controlled.,New York
6518,R_10JnTp3fZ067z85,"The past 4 questions were trick questions. NYC no longer has the infrastructure to increase population density. There is no available parking. Mass transportation is always late and always over crowded. Additionally, nobody can afford rents or maintenance at the current prices.Fix the current problems before you create more.","The past 4 questions were trick questions. NYC no longer has the infrastructure to increase population density. There is no available parking. Mass transportation is always late and always overcrowded. Additionally, nobody can afford rents or maintenance at the current prices. Fix the current problems before you create more.",New York
6519,R_1MQVdABd4dRBWEY,Hard to explain ,Hard to explain ,New York
6520,R_3ODJQr2EsojkChH,It will help the company,It will help the company,New York
6521,R_2ZOl57DMdrvVHLO,like,like,New York
6522,R_3j6Cf8JfrOWTHCk,I decided in favor of proposals because I love creation,I decided in favor of proposals because I love creation,New York
6523,R_Zylqe7Zm8BMsNhf,"I like a regulated sector where the basis upon regulation is clearly spelt out ,so I favoured the proposal in which the community resident are involved in the planning and execution","I like a regulated sector where the basis upon regulation is clearly spelt out, so I favoured the proposal in which the community residents are involved in the planning and execution",New York
6524,R_1LdqzEAz8GbepST,"Cause it will be too congested, and with the climate change we need space","Cause it will be too congested, and with the climate change we need space",New York
6525,R_1CvYo78Y73vUdy5,,,New York
6526,R_1eICsVvufwf7GHV,VERY GOOD,VERY GOOD,New York
6527,R_1rMJTPQv2nQQG49,Nothing to say,Nothing to say,New York
6528,R_3HhQ55e3PJz7L6R,,,New York
6529,R_2rDiFTTenmXYoOJ,I liked myself a lot in general,,New York
6530,R_31BMD3OdZqmfhFF,None ,None ,New York
6531,R_ufTtikXGdqNKSch,Better experience in the middle east as a great deal to be a good I can do this by ,,New York
6532,R_31zt6K1tgihV96n,I love the steps I took that is why I went for it,I love the steps I took that is why I went for it,New York
6533,R_1JK4GAI87qkv7fs,Best,Best,New York
6534,R_2P7D5pqjc5qHbWG,,,New York
6535,R_pRTUKcbJHAc60FP,It is good for the development of the country ,It is good for the development of the country ,New York
6536,R_27wVLtwOrYFRxgL,Because am satisfied,Because am satisfied,New York
6537,R_6gsNqYUkVaH4VVL,G is the ,,New York
6538,R_3Rl0V9ryZB9J66J,its very good,its very good,New York
6539,R_b78Mb2UKfnuv4vn,It's because of their benefits,It's because of their benefits,New York
6540,R_3qR5MXoZH5tElpF,Because it's perfect,Because it's perfect,New York
6541,R_1g7twrbT5paPEFq,Proposal 2 just seemed more appealing. It was more favorable in terms of what was being brought to the table.,Proposal 2 just seemed more appealing. It was more favorable in terms of what was being brought to the table.,New York
6542,R_31R7kQKaIqcnTeL,,,New York
6543,R_1C3y1rqt0lwlNJI,Thanks,Thanks,New York
6544,R_1o6XOiJQwxdxxDl,I just like it,I just like it,New York
6545,R_3GD7BrltfJMbLvR,New York City is a diverse city but remain so for much longer if rents continue to increase unfettered.,New York City is a diverse city but wont remain so for much longer if rents continue to increase unfettered.,New York
6546,R_31XVoI0rMgR3nde,"There is to much construction occurring in Flushing.  It is overcrowded, hence this why I am voting no on all proposals provided to me.","There is too much construction occurring in Flushing.  It is overcrowded, hence this why I am voting no on all proposals provided to me.",New York
6547,R_2PcjklX2Nnl7g4j,Ndirrj,,New York
6548,R_21HEoxIL8fIkMv3,Its really caring to help such a people and everything,It's really caring to help such people and everything,New York
6549,R_1IDZ9h15X3u7ZqR,,,New York
6550,R_3hlHS0ErBUBbW56,"My selections were based on my own personal feelings, as if it were my neighborhood.","My selections were based on my own personal feelings, as if it were my neighborhood.",New York
6551,R_2s13havjBql81CZ,Everything,Everything,New York
6552,R_1mOx9MoI7ey5U8B,Some are not good ,Some are not good ,New York
6553,R_1ieQPKXZ2ZZb8BE,,,New York
6554,R_1Q5UnTENfASRf0w,Nota all likele,Not at all likely,New York
6555,R_21ARsYLuh6n1sew,,,New York
6556,R_8oEbbnt9jXBwjAZ,I think it's important that there are net zero emissions. I'd rather it not be run by an international for profit company. ,I think it's important that there are net zero emissions. I'd rather it not be run by an international for profit company. ,New York
6557,R_vVIyTaNyK3F5SgN,I don't want an increase in density. Also 5% a year increase is still too high. ,I don't want an increase in density. Also 5% a year increase is still too high. ,New York
6558,R_1K1j1h30gQYqtl3,Better idea for my area,Better idea for my area,New York
6559,R_u2IHMCaGVfjJuQV,Because there actions spoke louder then there words,Because their actions spoke louder then their words,New York
6560,R_20MQPlVBxDOxBNn,"I just found the other one a bit better than proposal two. Inn my opinion the other one was just simply better,",I just found the other one a bit better than proposal two. In my opinion the other one was just simply better,New York
6561,R_2azWnu34fnAj4QV,"Taking into consideration working and lowlfolks, I feel that the proposals that are gesrd","Taking into consideration working and low folks, I feel that the proposals that are good",New York
6562,R_1rB91gMrfYO9Urs,,,New York
6563,R_2gAWkDKAlmC2VYR,,,New York
6564,R_2ztOCRsmAYvImHr,Good and highly,Good and highly,New York
6565,R_3MQIlowmIBJt5P5,Beautiful you can get a good,,New York
6566,R_1M57EyolDVwPhdb,Because he's not going to work on the TL he's not a fan boys anymore he's not a ,,New York
6567,R_3L1GphJlTSJU15X,Some of the proposals tends to turn me into a non-citizen in my own country. ,Some of the proposals tends to turn me into a non-citizen in my own country. ,New York
6568,R_dmtdtNVsruushd7,Tried to make a balance,Tried to make a balance,New York
6569,R_A6UNeNGtmm3a6dj,Familiar,Familiar,New York
6570,R_Ze0HgVHqhvgrSJH,The option 2 is more favorsble,The option 2 is more favorable,New York
6571,R_29s8nxTcnGbzaan,,,New York
6572,R_1gTm0Mv0cidmzzU,I felt as though some of the reasons I chose were for the people. ,I felt as though some of the reasons I chose were for the people. ,New York
6573,R_1HpAldZ02jwHSux,like,like,New York
6574,R_2Egb901n4W10pke,VERY GOOD,VERY GOOD,New York
6575,R_DuzLKcTpxqqz0Xv,I like everything in general,I like everything in general,New York
6576,R_XXTzhx7MATQ1n33,I considered to proposals when it doesn't have a rent increase ,I considered proposals when it doesn't have a rent increase ,New York
6577,R_1gzEzeRRIMW9LSr,very likely,very likely,New York
6578,R_pN0WLgvMqggMoxj,For my way of thinking,For my way of thinking,New York
6579,R_1riy9qOBcmSvBwT,Rent cap and involvement of community in decisions. ,Rent cap and involvement of community in decisions. ,New York
6580,R_3k6aePEnVu2LGjQ,i did it based on population increase or decrease and in rent prices ,i did it based on population increase or decrease and in rent prices ,New York
6581,R_BDOwZLosUsLkkGB,swugjthgeutgeugdhgertyh3tu,,New York
6582,R_3KJBf5YfSCiptg1,I mostly looked at the increase in rent and if people could afford and also the involvement of the tenants and their say on matters,I mostly looked at the increase in rent and if people could afford and also the involvement of the tenants and their say on matters,New York
6583,R_2WSV1W5KCK7yU2C,Rent control is important,Rent control is important,New York
6584,R_3nNvG0NjCj7CNr1,I generally am in favorite of the projects but I did not like having a for profit investor with no neighborhood input ,I generally am in favorite of the projects but I did not like having a for profit investor with no neighborhood input ,New York
6585,R_1f70jmCnKvU6RCG,I don't think NY should have a rent cap,I don't think NY should have a rent cap,New York
6586,R_3wTYkZopXXBEQjn,i decided in favor due to the fact that certain proposals could be helpful.,I decided in favor due to the fact that certain proposals could be helpful.,New York
6587,R_1gpRLix4I9OC6UG,This is simply because of the conviniency and good life quality,This is simply because of the convenience and good life quality,New York
6588,R_3LclCmkyFp1jXNv,Rent Price,Rent Price,New York
6589,R_1LCmatKCnGwLvQI,It's unfair,It's unfair,New York
6590,R_305ySCD3UYfLEIs,like,like,New York
6591,R_1mJme01bMRb1EWA,,,New York
6592,R_1IFxIlS6QX0xEd2,I favored the proposals with 10% low income for affordable housing ,I favored the proposals with 10% low income for affordable housing ,New York
6593,R_2fvUnSjRBI74Cyl,,,New York
6594,R_1pKb2ru5o4YvEjs,,,New York
6595,R_1LC7Pnlj46PiGqt,Great and beautiful ,Great and beautiful ,New York
6596,R_3ERR88f72raKqVF,Need to see how they work once they are implemented ,Need to see how they work once they are implemented ,New York
